file,line,class,visibility,static,function,params,explanation
app/Controllers/PedidoController.php,3,PedidoController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/PedidoController.php,4,PedidoController,public,sim,routes,,Função auxiliar do domínio de pedidos; usada para apoiar regras internas da classe PedidoController.
app/Controllers/PedidoController.php,5,PedidoController,public,não,index,,Função auxiliar do domínio de pedidos; usada para apoiar regras internas da classe PedidoController.
app/Controllers/PedidoController.php,15,PedidoController,public,não,detalhe,,Carrega os detalhes completos de um registro.
app/Controllers/ProductionGoLiveController.php,3,ProductionGoLiveController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/ProductionGoLiveController.php,12,ProductionGoLiveController,private,não,index,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe ProductionGoLiveController.
app/Controllers/ProductionGoLiveController.php,21,ProductionGoLiveController,private,não,validar,,"Valida payload, banco, regra, arquivo ou configuração."
app/Controllers/ProductionGoLiveController.php,28,ProductionGoLiveController,private,não,lockInstall,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe ProductionGoLiveController.
app/Controllers/ProdutoController.php,3,ProdutoController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/ProdutoController.php,4,ProdutoController,public,sim,routes,,Função auxiliar do domínio de produtos; usada para apoiar regras internas da classe ProdutoController.
app/Controllers/ProdutoController.php,5,ProdutoController,public,não,index,,Função auxiliar do domínio de produtos; usada para apoiar regras internas da classe ProdutoController.
app/Controllers/ProdutoController.php,6,ProdutoController,public,não,pendencias,,Função auxiliar do domínio de produtos; usada para apoiar regras internas da classe ProdutoController.
app/Controllers/PwaController.php,3,PwaController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/SistemaController.php,7,SistemaController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/SistemaController.php,16,SistemaController,private,não,sobre,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe SistemaController.
app/Controllers/SistemaController.php,24,SistemaController,private,não,tutorialSistema,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe SistemaController.
app/Controllers/TinyController.php,8,TinyController,public,sim,routes,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyController.
app/Controllers/TinyHomologacaoController.php,3,TinyHomologacaoController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/TinyHomologacaoController.php,13,TinyHomologacaoController,public,sim,routes,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyHomologacaoController.
app/Controllers/TinyHomologacaoController.php,14,TinyHomologacaoController,private,não,v2,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyHomologacaoController.
app/Controllers/TinyHomologacaoController.php,26,TinyHomologacaoController,private,não,v2Executar,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyHomologacaoController.
app/Controllers/TinyHomologacaoController.php,36,TinyHomologacaoController,private,não,v3,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyHomologacaoController.
app/Controllers/TinyHomologacaoController.php,48,TinyHomologacaoController,private,não,v3Executar,,Função auxiliar do domínio de Tiny/Olist; usada para apoiar regras internas da classe TinyHomologacaoController.
app/Controllers/VsmController.php,8,VsmController,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Controllers/VsmController.php,25,VsmController,private,não,endpoints,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,35,VsmController,private,não,endpointSalvar,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,45,VsmController,private,não,endpointTestar,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,56,VsmController,private,não,campos,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,66,VsmController,private,não,campoSalvar,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,73,VsmController,private,não,saude,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,79,VsmController,private,não,logs,,Função auxiliar do domínio de VSM; usada para apoiar regras internas da classe VsmController.
app/Controllers/VsmController.php,85,VsmController,private,não,testes,,Executa teste/diagnóstico controlado do módulo de VSM.
app/Controllers/VsmController.php,91,VsmController,private,não,atualizarV48,,"Atualiza cadastro, status ou estrutura no módulo de VSM."
app/Controllers/VsmController.php,93,VsmController,private,não,atualizarV49,,"Atualiza cadastro, status ou estrutura no módulo de VSM."
app/Core/App.php,3,App,public,sim,cspNonce,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,7,App,public,sim,config,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,14,App,public,sim,env,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,15,App,public,sim,isLocal,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,16,App,public,sim,isProduction,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,17,App,public,sim,isPublicHost,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,22,App,public,sim,enforceProductionSafety,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,30,App,public,sim,sendSecurityHeaders,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/App.php,51,App,public,sim,setupErrors,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe App.
app/Core/Auth.php,5,Auth,public,sim,check,,"Verifica se uma condição de autenticação, permissão ou saúde está válida."
app/Core/Auth.php,6,Auth,public,sim,user,,Retorna dados do usuário logado ou relacionado à sessão.
app/Core/Auth.php,8,Auth,public,sim,requireLogin,,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,40,Auth,private,sim,fingerprintHash,,Gera ou valida hash para integridade/idempotência em autenticação/sessão.
app/Core/Auth.php,47,Auth,private,sim,tooManyAttempts,"string $email, ?string $ip",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,67,Auth,public,sim,requirePerfil,array $perfis,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,75,Auth,public,sim,pendingTwoFactorInfo,,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,92,Auth,private,sim,startPending2fa,"array $u, string $secret, bool $setupRequired=false",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,102,Auth,public,sim,completeTwoFactor,string $codigo2fa,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,119,Auth,public,sim,login,"string $email, string $senha, ?string $codigo2fa=null","Processa autenticação do usuário com senha, sessão, rate limit e 2FA quando aplicável."
app/Core/Auth.php,179,Auth,private,sim,finalizeLogin,array $u,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe Auth.
app/Core/Auth.php,193,Auth,public,sim,logout,,Encerra a sessão atual do usuário.
app/Core/Csrf.php,3,Csrf,public,sim,token,,Gere/valida/consulta token seguro no módulo de CSRF.
app/Core/Csrf.php,9,Csrf,public,sim,input,,Função auxiliar do domínio de CSRF; usada para apoiar regras internas da classe Csrf.
app/Core/Csrf.php,12,Csrf,public,sim,field,,Função auxiliar do domínio de CSRF; usada para apoiar regras internas da classe Csrf.
app/Core/Csrf.php,15,Csrf,public,sim,validate,,Valida dados recebidos antes de executar a regra de negócio.
app/Core/Database.php,6,Database,public,sim,getConnection,?string $module = null,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,10,Database,public,sim,connection,string $module = 'core',Abre/retorna conexão com banco de dados.
app/Core/Database.php,30,Database,public,sim,serverConnection,?string $module = null,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,40,Database,public,sim,moduleConfig,"array $cfg, string $module = 'core'",Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,54,Database,public,sim,modules,,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,61,Database,public,sim,tableModule,string $table,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,75,Database,public,sim,forTable,string $table,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,80,Database,public,sim,tableExists,string $table,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,85,Database,public,sim,columnExists,"string $table, string $column",Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,90,Database,public,sim,tableConnectionForSql,string $sql,Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Database.php,97,Database,private,sim,normalizeModule,string $module,Padroniza formato de dados usado por banco de dados.
app/Core/Database.php,102,Database,private,sim,handleConnectionError,"PDOException $e, array $db, string $module",Função auxiliar do domínio de banco de dados; usada para apoiar regras internas da classe Database.
app/Core/Helpers.php,2,global,public/global,não,e,$v,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe global.
app/Core/Helpers.php,3,global,public/global,não,redirect,$url,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe global.
app/Core/Helpers.php,4,global,public/global,não,cfg,$key=null,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe global.
app/Core/RequestContext.php,5,RequestContext,public,sim,id,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,13,RequestContext,public,sim,clientTraceId,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,20,RequestContext,public,sim,userId,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,27,RequestContext,public,sim,ip,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,33,RequestContext,public,sim,ipForAudit,,Registra ou consulta auditoria/histórico de utilitário/core.
app/Core/RequestContext.php,35,RequestContext,public,sim,ipPrefix,?string $ip=null,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,46,RequestContext,public,sim,userAgent,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,47,RequestContext,public,sim,route,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Core/RequestContext.php,48,RequestContext,public,sim,method,,Função auxiliar do domínio de utilitário/core; usada para apoiar regras internas da classe RequestContext.
app/Legacy/Controllers/V50Controller.php,3,V50Controller,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Legacy/Controllers/V50Controller.php,18,V50Controller,private,não,tinyValidacao,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,25,V50Controller,private,não,tinyValidacaoExecutar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,31,V50Controller,private,não,vsmSimulador,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,37,V50Controller,private,não,vsmSimuladorExecutar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,43,V50Controller,private,não,producaoSegura,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,48,V50Controller,private,não,producaoSeguraExecutar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,54,V50Controller,private,não,limpezaRetencao,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,59,V50Controller,private,não,limpezaRetencaoExecutar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V50Controller.
app/Legacy/Controllers/V50Controller.php,66,V50Controller,private,não,atualizarV50,,"Atualiza cadastro, status ou estrutura no módulo de controle de telas/rotas."
app/Legacy/Controllers/V51Controller.php,3,V51Controller,public,não,dispatch,string $page,Recebe a rota solicitada e direciona para a ação correta do controller.
app/Legacy/Controllers/V51Controller.php,19,V51Controller,private,não,produtoNovoPolitica,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,20,V51Controller,private,não,produtoNovoPoliticaSalvar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,21,V51Controller,private,não,pedidosValidacao,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,22,V51Controller,private,não,pedidoValidacaoDetalhe,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,23,V51Controller,private,não,pedidoValidacaoEnfileirar,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,24,V51Controller,private,não,pedidoCicloVida,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,25,V51Controller,private,não,pedidoCicloDetalhe,,Função auxiliar do domínio de controle de telas/rotas; usada para apoiar regras internas da classe V51Controller.
app/Legacy/Controllers/V51Controller.php,26,V51Controller,private,não,pedidoCicloEnviarTiny,,Envia dados para integração/destino externo no módulo de controle de telas/rotas.
app/Legacy/Controllers/V51Controller.php,27,V51Controller,private,não,atualizarV52,,"Atualiza cadastro, status ou estrutura no módulo de controle de telas/rotas."
app/Legacy/Controllers/V51Controller.php,28,V51Controller,private,não,atualizarV51,,"Atualiza cadastro, status ou estrutura no módulo de controle de telas/rotas."
app/Services/Audit.php,3,Audit,public,sim,event,"string $acao, string $status='sucesso', array $data=[]",Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe Audit.
app/Services/Audit.php,30,Audit,public,sim,exception,"Throwable $e, string $acao='exception', array $extra=[]",Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe Audit.
app/Services/Audit.php,37,Audit,public,sim,json,$v,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe Audit.
app/Services/AuditDailySignatureService.php,3,AuditDailySignatureService,public,sim,ensureSchema,,Garante que tabelas/colunas necessárias existam antes da operação.
app/Services/AuditDailySignatureService.php,20,AuditDailySignatureService,public,sim,sign,?string $date=null,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditDailySignatureService.
app/Services/AuditDailySignatureService.php,45,AuditDailySignatureService,public,sim,latest,int $limit=10,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditDailySignatureService.
app/Services/AuditDailySignatureService.php,50,AuditDailySignatureService,private,sim,key,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditDailySignatureService.
app/Services/AuditIntegrityService.php,8,AuditIntegrityService,public,sim,assinarEvento,int $auditoriaId,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditIntegrityService.php,26,AuditIntegrityService,public,sim,assinarTrace,string $traceId,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditIntegrityService.php,35,AuditIntegrityService,public,sim,verificarTrace,string $traceId,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditIntegrityService.php,50,AuditIntegrityService,private,sim,ultimoHashAntes,"int $eventoId, string $traceId",Gera ou valida hash para integridade/idempotência em auditoria.
app/Services/AuditIntegrityService.php,60,AuditIntegrityService,private,sim,canonicalize,array $ev,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditIntegrityService.php,66,AuditIntegrityService,private,sim,ensureChainColumns,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditIntegrityService.php,80,AuditIntegrityService,private,sim,tableExists,string $table,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditIntegrityService.
app/Services/AuditTimelineService.php,3,AuditTimelineService,public,sim,registrar,"string $fase, string $status='info', array $dados=[]","Registra evento, histórico, auditoria ou snapshot no banco."
app/Services/AuditTimelineService.php,6,AuditTimelineService,public,sim,porTrace,string $trace,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe AuditTimelineService.
app/Services/AuthRepository.php,3,AuthRepository,public,sim,pdo,,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,5,AuthRepository,public,sim,userByEmail,string $email,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,12,AuthRepository,public,sim,userById,int $id,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,19,AuthRepository,public,sim,sessionVersion,int $id,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,26,AuthRepository,public,sim,countFailedByIp,"string $ip, string $intervalSql",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,32,AuthRepository,public,sim,countFailedByEmail,"string $email, string $intervalSql",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,38,AuthRepository,public,sim,insertAttempt,"string $email, ?string $ip, int $success, string $message",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,42,AuthRepository,public,sim,save2faSecret,"int $id, string $encryptedSecret, bool $enable=true",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,50,AuthRepository,public,sim,mark2faVerified,int $id,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,54,AuthRepository,public,sim,markSuccess,int $id,Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AuthRepository.php,58,AuthRepository,public,sim,markFailure,"array $u, int $maxTentativas, int $lockSeconds",Função auxiliar do domínio de autenticação/sessão; usada para apoiar regras internas da classe AuthRepository.
app/Services/AutoHomologationService.php,7,AutoHomologationService,public,não,__construct,?PDO $pdo = null,Inicializa dependências internas de AutoHomologationService.
app/Services/AutoHomologationService.php,13,AutoHomologationService,public,não,executar,bool $liberarSeAprovado = false,Executa processo operacional solicitado pelo painel ou worker.
app/Services/AutoHomologationService.php,68,AutoHomologationService,private,não,garantirEstrutura,,Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/AutoHomologationService.php,90,AutoHomologationService,private,não,salvarRelatorio,array $relatorio,Salva/atualiza dados do módulo de homologação.
app/Services/AutoHomologationService.php,101,AutoHomologationService,private,não,htmlRelatorio,array $r,Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/AutoHomologationService.php,109,AutoHomologationService,private,não,item,"string $nome, string $status, string $mensagem, string $acao = '', array $contexto = []",Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/AutoHomologationService.php,113,AutoHomologationService,private,não,testeBanco,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,124,AutoHomologationService,private,não,testeConfiguracoesTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,133,AutoHomologationService,private,não,testeOAuthTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,142,AutoHomologationService,private,não,testeProdutoTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,153,AutoHomologationService,private,não,testeEstoqueTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,164,AutoHomologationService,private,não,testePedidoTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,175,AutoHomologationService,private,não,testeLogsTinyV3,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,183,AutoHomologationService,private,não,testeConfiguracoesVsm,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,192,AutoHomologationService,private,não,testeFila,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,199,AutoHomologationService,private,não,testeAuditoria,,Executa teste/diagnóstico controlado do módulo de homologação.
app/Services/AutoHomologationService.php,208,AutoHomologationService,private,não,tabelaExiste,string $t,Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/AutoHomologationService.php,213,AutoHomologationService,private,não,marcarChecklistBase,,Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/AutoHomologationService.php,219,AutoHomologationService,public,sim,diagnosticarErroOAuth,array $query,Função auxiliar do domínio de homologação; usada para apoiar regras internas da classe AutoHomologationService.
app/Services/BackupService.php,16,BackupService,private,sim,buildSql,,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupService.
app/Services/BackupService.php,38,BackupService,public,sim,gerarSql,,"Gera artefato, relatório, chave ou arquivo no módulo de backups."
app/Services/BackupService.php,49,BackupService,public,sim,gerarZip,,"Gera artefato, relatório, chave ou arquivo no módulo de backups."
app/Services/BackupService.php,74,BackupService,private,sim,registrar,"string $file, string $msg","Registra evento, histórico, auditoria ou snapshot no banco."
app/Services/BackupService.php,81,BackupService,public,sim,importarUpload,array $file,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupService.
app/Services/BackupService.php,108,BackupService,public,sim,restaurarPorId,"int $id, string $confirmacao",Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupService.
app/Services/BackupService.php,132,BackupService,private,sim,extrairSqlDoBackup,string $file,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupService.
app/Services/BackupService.php,154,BackupService,private,sim,validarManifestoRestore,"string $file, string $sql",Valida dados/regras antes de concluir operação de backups.
app/Services/BackupService.php,168,BackupService,private,sim,executarSqlSeguro,"PDO $pdo, string $sql",Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupService.
app/Services/BackupService.php,200,BackupService,private,sim,validarStatementRestore,string $stmt,Valida dados/regras antes de concluir operação de backups.
app/Services/BackupService.php,207,BackupService,public,sim,limparAntigos,int $dias=30,Converte/mapeia dados entre formatos do módulo de backups.
app/Services/BackupSignatureService.php,3,BackupSignatureService,private,sim,key,,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupSignatureService.
app/Services/BackupSignatureService.php,13,BackupSignatureService,public,sim,signaturePath,string $file,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupSignatureService.
app/Services/BackupSignatureService.php,14,BackupSignatureService,public,sim,sign,string $file,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupSignatureService.
app/Services/BackupSignatureService.php,28,BackupSignatureService,public,sim,verify,string $file,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupSignatureService.
app/Services/BackupTrustService.php,3,BackupTrustService,public,sim,score,?string $file=null,Função auxiliar do domínio de backups; usada para apoiar regras internas da classe BackupTrustService.
app/Services/CircuitBreakerService.php,3,CircuitBreakerService,private,sim,policy,string $sistema,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CircuitBreakerService.
app/Services/CircuitBreakerService.php,12,CircuitBreakerService,public,sim,permitir,string $sistema,Autoriza operação conforme configuração/regra de regra de negócio/serviço.
app/Services/CircuitBreakerService.php,27,CircuitBreakerService,public,sim,sucesso,string $sistema,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CircuitBreakerService.
app/Services/CircuitBreakerService.php,31,CircuitBreakerService,public,sim,falha,"string $sistema, string $mensagem",Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CircuitBreakerService.
app/Services/CircuitBreakerService.php,53,CircuitBreakerService,private,sim,isTransientFailure,string $mensagem,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CircuitBreakerService.
app/Services/CodeAuditService.php,3,CodeAuditService,public,sim,analisar,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeAuditService.
app/Services/CodeExecutionAuditService.php,9,CodeExecutionAuditService,public,sim,scan,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CodeExecutionAuditService.php,62,CodeExecutionAuditService,public,sim,enforceNoOsExecution,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CodeExecutionAuditService.php,70,CodeExecutionAuditService,private,sim,phpFiles,string $root,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CodeExecutionAuditService.php,82,CodeExecutionAuditService,private,sim,shellDisabledOk,,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CodeExecutionAuditService.php,88,CodeExecutionAuditService,private,sim,shouldKeepDetail,string $rel,Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CodeExecutionAuditService.php,89,CodeExecutionAuditService,private,sim,hit,"string $tipo, string $classe, string $arquivo, int $linha, string $codigo, string $analise",Função auxiliar do domínio de auditoria; usada para apoiar regras internas da classe CodeExecutionAuditService.
app/Services/CryptoService.php,5,CryptoService,private,sim,key,,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CryptoService.
app/Services/CryptoService.php,15,CryptoService,public,sim,isEncrypted,?string $value,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CryptoService.
app/Services/CryptoService.php,19,CryptoService,private,sim,aad,?string $context=null,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CryptoService.
app/Services/CryptoService.php,21,CryptoService,public,sim,encrypt,"?string $plain, ?string $context=null",Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CryptoService.
app/Services/CryptoService.php,38,CryptoService,public,sim,decrypt,"?string $value, ?string $context=null",Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CryptoService.
app/Services/CspReportService.php,3,CspReportService,public,sim,handle,,Função auxiliar do domínio de regra de negócio/serviço; usada para apoiar regras internas da classe CspReportService.
app/Services/CspReportService.php,12,CspReportService,public,sim,ensureSchema,,Garante que tabelas/colunas necessárias existam antes da operação.
app/Services/DashboardIntegrityService.php,3,DashboardIntegrityService,public,sim,checks,bool $deep = false,Função auxiliar do domínio de dashboard; usada para apoiar regras internas da classe DashboardIntegrityService.
